F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
3,202.88,-40.77,-25.88,0.96,320.22,1,-7.98,-13.56,1.68,-18.72,9.89,-3.48,122,8.2,False
3,174.88,-32.79,-27.6,0.52,329.22,-0.03,-7.77,-18.06,1.13,-18.92,5.89,-3.66,18,6.66,False
3,220.88,-39.42,-25.8,0.32,260.22,0.99,-6.46,-14.97,0.65,-21.88,7.89,-3.7,44,7.45,False
3,200.88,-33.24,-26.42,1.44,350.22,0.27,-8.11,-19.95,1.48,-18.28,7.89,-3.71,38,10.25,True
3,222.88,-32.4,-26.78,0.84,299.22,0.1,-9.2,-11.37,1.62,-19.26,6.89,-3.19,0,,True
3,224.88,-33.93,-26.4,0.6,287.22,0.97,-6.61,-12.03,1.14,-20.32,9.89,-3.45,16,,True
3,198.88,-33.3,-25.84,1.34,293.22,-0.64,-8.27,-14.61,1.15,-18.08,7.89,-2.95,26,6.86,False
3,154.88,-32.28,-25.24,0.22,245.22,-0.82,-11.1,-13.05,1.57,-17.66,4.89,-3.75,0,,True
30,256.88,-25.26,-19.46,13.8,728.22,-4.58,-3.91,-10.71,6.15,-10,20.89,-8.74,340,,False
30,136.88,-20.61,-15.14,15.6,683.22,-4.57,-5.03,-19.08,5.6,-7.52,10.89,-12.34,660,8.31,False
3,216.88,-33.48,-28.32,1.48,320.22,-0.3,-7.54,-13.59,1.55,-21.86,7.89,-3.16,34,8.55,False
30,246.88,-25.32,-22.36,10.7,353.22,-2.01,-3.32,-12.3,10.45,-21.76,20.89,-8.34,190,6.47,False
3,186.88,-32.85,-25.88,1.66,254.22,-0.58,-6.88,-13.74,0.97,-20.48,6.89,-3.56,132,,True
3,180.88,-36.57,-28.88,2.02,332.22,1.97,-8.42,-20.76,1.54,-20.68,7.89,-3.05,2,,False
3,182.88,-37.14,-27.88,0.3,287.22,-0.3,-8.36,-17.19,1.35,-18.32,7.89,-3.45,22,,False
3,220.88,-45.45,-35.42,0.84,272.22,-0.97,-8.96,-13.8,0.23,-21.5,9.89,-3.87,50,,True
30,376.88,-18.78,-18.54,14.4,518.22,-2.29,-2.34,-13.98,8.6,-15.18,20.89,-9.19,460,,True
30,66.88,-25.8,-17.7,12.6,308.22,-4.38,-3.86,-10.38,12.45,-10.5,20.89,-8.09,20,7.67,False
30,246.88,-27.18,-17.24,13.3,458.22,-5.24,-2.18,-11.76,6.2,-8.6,30.89,-9.44,110,,False
3,214.88,-32.19,-26.74,0.86,281.22,-0.44,-6.71,-11.49,1.61,-19.12,9.89,-3.32,44,,True
30,166.88,-20.64,-17.64,10,848.22,-4.15,-3.05,-14.22,10.6,-10.3,20.89,-10.44,160,8.32,False
30,-3.12,-22.26,-25.34,15.4,293.22,-5.53,-2.07,-15.99,5.95,-8.34,20.89,-8.69,330,,False
30,366.88,-26.88,-21.76,12.4,893.22,-3.09,-4.63,-12.81,9.4,-12.76,30.89,-8.39,690,,False
3,152.88,-34.11,-26.42,1.38,266.22,0.05,-7.11,-13.86,1.9,-20.66,7.89,-3.04,64,,False
3,208.88,-33.63,-28.9,0.4,362.22,0.93,-7.98,-12.03,1.49,-20.2,9.89,-3.37,16,,True
30,276.88,-26.16,-20.2,10.5,743.22,-2.39,-4.47,-10.47,6.45,-12.9,30.89,-8.34,190,6.7,False
30,296.88,-22.2,-20.54,11,713.22,-2.64,-3.47,-8.25,14.2,-11.7,20.89,-8.89,600,5.91,False
30,46.88,-21.6,-18.54,10.7,353.22,-4.18,-4.41,-10.86,6.65,-10.44,20.89,-8.14,30,8.27,False
3,212.88,-34.86,-25.28,1.88,278.22,3.54,-9.86,-13.56,1.35,-18.84,7.89,-3.38,42,,True
3,148.88,-32.19,-25.22,1.18,230.22,0.32,-6.41,-13.17,1.26,-18.36,7.89,-3.67,24,8.7,True
3,224.88,-32.25,-27.28,1.22,242.22,4.59,-6.96,-13.95,1.17,-22.34,7.89,-3.17,44,,False
3,170.88,-32.55,-27.34,1.86,311.22,-0.54,-6.32,-13.77,1.49,-17.94,7.89,-3.57,130,9.12,True
3,198.88,-33.78,-25.94,1.18,359.22,0.37,-7.57,-12.36,1.68,-18.4,9.89,-3.16,30,8.08,False
30,226.88,-25.05,-18.38,12.5,533.22,-2.83,-3.8,-13.89,12.8,-14.62,20.89,-8.14,320,,False
30,146.88,-29.19,-17.1,13.7,533.22,-5.03,-3.52,-11.49,11.6,-12.18,20.89,-8.94,110,,False
3,216.88,-37.56,-26.52,0.36,353.22,0.42,-7,-13.02,0.49,-18.98,9.89,-3.35,4,7.41,False
3,206.88,-32.52,-27.04,1.84,263.22,0.65,-9.36,-12.39,0.72,-17.92,9.89,-3.16,54,,False
3,196.88,-36.84,-25.66,1.62,296.22,-0.55,-9.67,-14.31,1.6,-23.44,7.89,-3.27,142,7.77,False
30,186.88,-24.57,-19.62,10.2,728.22,-3.5,-4.19,-16.83,7.55,-13.12,20.89,-8.69,550,6.68,False
30,166.88,-16.74,-17.84,16.4,368.22,-4.94,-1.75,-13.89,6.8,-6.84,20.89,-11.49,500,,True
30,296.88,-20.82,-18.72,14.5,818.22,-1.32,-3.31,-7.68,12.8,-10.08,20.89,-8.99,280,7.16,False
3,190.88,-32.37,-28.7,1.72,323.22,1.62,-7.35,-13.92,0.97,-19.6,9.89,-3.51,32,9.18,True
30,336.88,-19.59,-17,10.3,338.22,-3.07,-4.3,-12.99,6.4,-8.78,20.89,-9.59,50,6.07,False
3,182.88,-32.7,-25.92,1.4,299.22,-0.7,-6.68,-19.29,0.5,-18.98,5.89,-3.51,14,,True
3,208.88,-34.56,-27.84,1.82,338.22,-0.3,-8,-23.34,1.97,-17.98,7.89,-3.59,144,9.43,True
30,26.88,-21.9,-17.84,10.3,908.22,-3.83,-3.35,-9.09,10.65,-9.6,20.89,-10.54,170,,False
3,218.88,-35.46,-27.36,0.9,338.22,0.23,-6.86,-14.58,1.49,-19.52,7.89,-3,26,,False
30,376.88,-26.34,-20.02,17.5,638.22,-2.76,-2.49,-7.74,8.25,-16.88,30.89,-8.49,270,,False
30,76.88,-19.08,-20.34,12.2,878.22,-5.15,-4.93,-11.22,13.6,-13.86,10.89,-11.64,400,,True
30,346.88,-34.89,-18.9,17.6,683.22,-4.28,-3.28,-9.33,13.6,-14.74,20.89,-8.04,600,7.19,False
0,206.88,-40.23,-24.96,0.38,260.22,-0.78,-8.16,-12.48,1.8,-18.74,7.89,-3.79,42,8.57,True
30,46.88,-25.95,-21.24,12.3,878.22,-3.51,-2.91,-10.44,6.25,-9.5,20.89,-10.04,100,6.61,False
3,204.88,-35.25,-27.58,1.02,335.22,-0.14,-6.95,-13.26,0.67,-19.26,9.89,-3.33,36,7.35,False
30,146.88,-29.55,-21.34,10.6,533.22,-0.36,-5.1,-20.97,9.6,-15.06,20.89,-7.74,750,,False
3,206.88,-37.62,-27.18,1.08,266.22,-1.08,-6.49,-12.03,0.84,-20.02,9.89,-3.87,44,,True
3,208.88,-32.46,-31.92,1.62,341.22,-0.17,-8.18,-18.78,2.04,-18.04,9.89,-3.77,70,,True
3,154.88,-34.95,-25.54,1.6,245.22,-0.81,-6.55,-20.76,1.68,-17.36,7.89,-3.23,50,,False
30,256.88,-17.76,-16.02,14.9,653.22,-5.93,-1.12,-11.58,5,-7.06,30.89,-12.14,640,,True
3,188.88,-31.98,-26.62,0.82,326.22,-0.86,-6.67,-15.54,1.75,-17.74,7.89,-3.68,10,8.24,True
3,182.88,-32.31,-26.12,0.2,266.22,1.92,-8.17,-12.57,1.66,-20.64,7.89,-3.44,66,7.16,False
30,326.88,-18.6,-15.86,17.1,788.22,-4.27,-4.76,-13.62,6.7,-8.4,20.89,-9.84,420,9.53,True
3,208.88,-32.52,-25.6,0.5,308.22,-0.46,-6.68,-17.58,1.51,-18.5,9.89,-3.34,54,7.42,False
3,206.88,-36.57,-30.4,1.72,287.22,1.87,-6.83,-15.24,1.24,-18.38,7.89,-3.48,104,9.17,True
30,56.88,-15.12,-16.52,15.6,323.22,-5.64,-1.21,-17.88,8.05,-6.92,20.89,-11.79,490,,True
3,160.88,-33.51,-25,1.16,248.22,-0.16,-6.67,-14.94,0.24,-19.88,7.89,-3.5,38,,True
3,188.88,-32.07,-28.12,0.78,305.22,0.54,-7.27,-13.41,1.88,-17.96,9.89,-3.83,120,,True
30,36.88,-18.36,-19.28,17.3,293.22,-5.73,-3.49,-16.23,8.9,-7.78,10.89,-9.49,770,,False
3,158.88,-40.38,-25.2,0.76,341.22,-0.71,-6.69,-20.61,1.19,-26.4,7.89,-3.68,78,7.93,True
30,46.88,-16.32,-15.96,19.9,368.22,-4.5,-1.49,-14.61,14.05,-11.86,10.89,-9.04,560,8.09,True
3,204.88,-33.39,-26.14,0.36,359.22,2.47,-9.99,-13.44,0.21,-20.22,7.89,-3.52,4,8.28,False
3,152.88,-33.24,-26.84,0.42,284.22,-0.54,-9.19,-16.17,1.54,-20.64,7.89,-3.34,16,,False
3,208.88,-35.1,-26.42,1.82,350.22,0.15,-7.78,-13.65,0.69,-17.96,9.89,-2.92,4,8.03,False
3,224.88,-31.74,-27.28,1.74,329.22,4.05,-10.43,-12.87,0.69,-21.08,7.89,-3.49,50,,False
3,206.88,-37.41,-26.94,1.88,350.22,4.15,-8.08,-16.86,1.68,-21.14,9.89,-2.85,82,,False
3,176.88,-50.07,-26.24,1.4,341.22,0.04,-6.66,-22.14,2.04,-21.26,5.89,-3.7,42,8.4,True
3,214.88,-33.21,-26.74,0.32,275.22,0.13,-10.66,-15.39,1.59,-18.24,9.89,-3.47,98,,False
30,306.88,-24.3,-16.16,15.7,458.22,-5.55,-2.17,-19.08,11.7,-8.06,20.89,-9.34,680,,True
3,208.88,-34.02,-25.36,1.2,278.22,0.93,-8.23,-13.08,0.6,-18.38,7.89,-3.8,14,8.41,True
3,184.88,-31.08,-25.92,1.9,257.22,-0.58,-6.08,-14.79,0.99,-18.5,5.89,-3.82,124,,True
30,246.88,-19.32,-18.6,16.5,878.22,-5.1,-1.92,-24.33,6.45,-7.04,20.89,-12.14,740,7.11,True
30,186.88,-29.4,-18.48,16.9,683.22,-3.99,-2.61,-9.06,8.4,-9.42,10.89,-8.39,20,,False
30,346.88,-18.24,-19.82,19.5,803.22,-3.78,-2.15,-9.81,10.65,-19.16,20.89,-9.19,660,,True
3,156.88,-32.58,-25.34,1.44,329.22,-0.41,-6.38,-14.31,0.83,-20.74,4.89,-3.63,0,,True
3,160.88,-34.86,-28.18,0.92,350.22,-0.49,-8.66,-16.05,0.79,-20.08,7.89,-3.73,12,8.42,False
30,126.88,-23.13,-16.7,20.1,788.22,-4.81,-3.06,-13.68,6.8,-10.16,20.89,-8.34,600,,False
30,286.88,-18.93,-17.88,17.7,653.22,-4.35,-3.61,-10.86,7.75,-8.34,30.89,-9.14,670,9.89,True
30,356.88,-20.7,-15.96,15.4,368.22,-5.67,-1.71,-14.07,10.15,-11.88,20.89,-9.54,450,9.39,True
30,-3.12,-24.72,-17.02,10.2,923.22,-1.67,-3.75,-20.37,6.3,-14.94,10.89,-11.34,350,,False
30,196.88,-17.64,-21.82,16,593.22,-4.76,-6.42,-12.87,12.9,-8.94,15.89,-9.59,370,,True
30,36.88,-21.03,-18,18.9,908.22,-3.24,-2.32,-17.37,11.1,-10.06,10.89,-8.99,660,6.48,False
3,204.88,-32.19,-41.24,1.02,227.22,0.31,-7.2,-12.09,1.45,-17.78,9.89,-3.06,8,,True
3,226.88,-34.02,-27.1,0.62,356.22,1.39,-9.29,-11.22,1.72,-20.46,7.89,-3.07,2,8.1,True
30,156.88,-31.92,-17.28,14.2,518.22,-3.8,-2.89,-18.21,8.8,-14.06,20.89,-8.44,650,6.73,False
3,216.88,-38.85,-26.56,1.78,275.22,-0.77,-7.25,-11.16,1.59,-22.7,9.89,-3.25,14,,True
0,224.88,-34.02,-29.1,1.56,263.22,-0.76,-7.41,-14.13,0.96,-22.08,9.89,-3.1,14,8.89,True
30,386.88,-21.54,-18.78,17.7,908.22,-4.29,-2.96,-9.09,10.25,-10.18,20.89,-8.14,300,,False
3,152.88,-42.48,-25.14,1.72,347.22,-0.26,-7.72,-13.71,1.38,-20.98,5.89,-3.51,30,,True
30,136.88,-31.08,-17.36,16.2,503.22,-3.97,-2.45,-8.46,12.45,-13.8,10.89,-8.29,100,5.95,False
3,194.88,-34.47,-27.9,1.24,275.22,-0.47,-7.69,-16.29,0.91,-17.76,7.89,-3.08,12,,False
3,162.88,-46.65,-27.8,0.04,266.22,0.94,-6.75,-14.16,1.27,-19.88,7.89,-3.76,44,,False
30,136.88,-23.1,-18.66,14.6,818.22,-4.07,-3.86,-11.61,6.8,-13,20.89,-8.29,200,5.8,False
30,26.88,-21.57,-21.7,16,743.22,-3.88,-4.96,-15.18,13.7,-8.88,20.89,-10.09,660,6.88,False
3,206.88,-35.55,-26.82,0.92,245.22,2.03,-11.44,-14.19,1.3,-21.14,9.89,-2.9,66,,False
3,146.88,-31.83,-25.78,1.86,308.22,-0.49,-7.1,-14.25,0.36,-17.48,7.89,-3.43,26,,True
30,186.88,-17.85,-17,18.9,638.22,-5.37,-1.85,-12.96,5.75,-8.12,20.89,-9.24,200,,True
30,386.88,-20.7,-21.38,15,728.22,-4.74,-2.61,-7.71,12.25,-13.68,30.89,-8.99,580,,False
30,356.88,-24.27,-20.64,15.3,833.22,-3.49,-4.33,-16.02,6.35,-13.46,30.89,-7.49,400,6.55,False
3,176.88,-36.57,-33.18,0.96,293.22,-0.72,-8.17,-20.88,0.86,-22.26,7.89,-3.7,4,8.77,True
30,386.88,-19.32,-17.1,12.4,863.22,-5.19,-2.49,-8.64,9.3,-9.26,30.89,-10.74,480,6.73,False
3,212.88,-33.9,-26.7,0.14,263.22,-0.22,-6.65,-17.67,0.01,-27.92,7.89,-3.58,14,,False
30,126.88,-24.9,-25.7,10.7,833.22,-4.02,-3.07,-8.67,10.65,-17.2,10.89,-9.59,100,7.25,False
3,208.88,-32.94,-26.36,0.8,350.22,0.05,-7.35,-22.95,0.57,-20.88,9.89,-3.34,24,7.28,False
30,206.88,-28.62,-25.26,15.4,413.22,-3.06,-6.02,-13.8,6.15,-9.18,30.89,-8.04,70,6.75,False
30,46.88,-18.48,-17.8,12.1,413.22,-3.8,-2.63,-19.2,6.5,-9.86,10.89,-9.74,700,7.32,False
3,176.88,-32.01,-26.1,0.84,239.22,0.21,-6.7,-18.51,1.68,-22.8,7.89,-3.86,48,,True
30,76.88,-19.71,-18.32,11.9,443.22,-5.49,-1.94,-22.92,12,-9.16,20.89,-11.09,420,8.93,True
3,208.88,-42.42,-32.3,1.6,251.22,-0.97,-6.27,-11.64,1.48,-19.64,9.89,-3.65,48,,True
3,202.88,-35.34,-30.14,1.12,296.22,-0.54,-10.27,-12.93,1.86,-21.36,9.89,-2.84,50,,False
30,56.88,-15.12,-15.36,17.7,698.22,-4.53,-2.81,-17.88,6.35,-8.16,10.89,-12.79,380,,True
3,148.88,-33.72,-28.02,1.96,314.22,-0.64,-7.63,-20.52,0.25,-17.52,7.89,-3.79,70,9.13,True
30,166.88,-16.35,-15.16,10.1,578.22,-4.07,-4.83,-22.32,10.75,-7.74,10.89,-12.49,410,,True
3,214.88,-32.13,-26.82,1.76,368.22,-0.52,-8.57,-20.52,0.76,-18.04,7.89,-3.37,24,,False
3,188.88,-33.54,-25.14,0.9,272.22,-0.6,-7.08,-21.06,1.04,-17.62,9.89,-3.7,144,8.61,True
3,156.88,-35.55,-31.32,1.94,302.22,1.08,-6.57,-15.99,1.82,-19.18,5.89,-3.04,2,7.3,False
3,222.88,-32.37,-28.16,1.82,356.22,0.2,-7.79,-11.01,1.63,-21.9,9.89,-3.26,14,,True
3,186.88,-34.77,-26,1.9,365.22,-0.37,-7.08,-26.52,1.91,-17.66,8.89,-3.34,60,8.18,False
30,-3.12,-25.11,-27.52,14.1,308.22,-4.89,-5.68,-13.17,11.95,-9.3,10.89,-7.84,350,,False
30,36.88,-18.21,-15.7,13.6,668.22,-5.69,-2.24,-13.11,11.1,-7.68,10.89,-11.64,300,8.9,True
30,16.88,-16.56,-17.36,15.7,908.22,-5.85,-2.56,-14.94,7.5,-7.08,10.89,-11.84,700,6.36,False
3,210.88,-32.61,-25.68,1.08,362.22,-0.83,-7.38,-16.38,0.1,-19.42,7.89,-3.74,34,,False
30,256.88,-18.87,-22.68,18,908.22,-3.01,-8.91,-11.97,8.2,-9.38,20.89,-9.24,500,,False
30,266.88,-20.88,-27.42,10.7,608.22,-3.97,-3.79,-12.03,9.2,-9.9,20.89,-9.44,270,,False
30,76.88,-25.38,-18.22,15.2,803.22,-2.93,-3.23,-16.83,10.75,-11.34,10.89,-8.39,110,,False
30,276.88,-31.95,-18.94,10.5,593.22,-2.57,-3.89,-10.26,5.85,-12.34,20.89,-8.49,300,,False
30,326.88,-27,-19.24,12,653.22,-4.32,-2.35,-10.8,5.35,-9.62,30.89,-10.39,700,7.09,False
3,194.88,-33.24,-27.26,0.86,356.22,1.86,-7.01,-11.28,1.89,-18.96,9.89,-3.07,2,,True
30,136.88,-20.13,-22.28,20,548.22,-5.13,-2.19,-26.04,9,-9.52,20.89,-8.19,690,,False
3,168.88,-40.02,-40.44,1.64,332.22,1.16,-8.46,-13.47,0.79,-23.3,5.89,-3.48,34,,True
3,158.88,-34.83,-26.38,1.86,251.22,-0.68,-7.21,-15.81,0.61,-19.68,5.89,-3.78,26,,True
30,66.88,-19.62,-19.66,13.4,383.22,-4.84,-3.46,-12.93,9.5,-11.12,20.89,-8.89,480,6.4,False
3,154.88,-33.33,-28.36,1.38,305.22,3.72,-7.86,-23.76,1.04,-22.76,5.89,-3.45,12,,False
30,276.88,-24.09,-21.24,13.4,893.22,-3.28,-4.56,-14.85,10.9,-12.9,20.89,-8.74,740,7.16,False
3,216.88,-35.49,-30.04,1.78,314.22,-0.24,-6.65,-12.6,0.73,-18.36,9.89,-3.54,62,,True
3,190.88,-33.54,-33.22,0.22,317.22,-0.05,-6.57,-14.25,1.88,-18.62,9.89,-3.62,2,8.45,True
30,406.88,-26.07,-28.62,12.7,383.22,-4.59,-2.68,-10.8,6.7,-10.6,30.89,-8.04,410,7.18,False
30,106.88,-20.91,-19.12,18,923.22,-5.81,-2.65,-14.58,7.15,-8.4,10.89,-10.54,610,,False
3,164.88,-32.25,-29.84,1.1,257.22,-0.91,-7.58,-14.67,1.37,-21.26,7.89,-3.56,8,,True
3,206.88,-36.33,-25.6,0.24,233.22,0.88,-7.53,-13.38,1.9,-19.32,9.89,-3.54,26,,True
3,166.88,-33.45,-26.16,1.56,341.22,-0.83,-6.58,-13.89,1.73,-18.08,5.89,-3.5,26,8.71,False
0,226.88,-35.67,-27.16,0.2,317.22,0.3,-7.31,-12.9,0.38,-18.66,9.89,-3.46,32,,True
30,6.88,-17.55,-16.16,19.6,578.22,-3.98,-1.92,-13.68,7.15,-12.12,10.89,-9.59,70,,True
30,116.88,-22.62,-17.66,18.2,533.22,-4.43,-5.05,-17.73,5.2,-11.58,10.89,-7.29,30,6.48,False
30,146.88,-16.77,-16.9,15.5,593.22,-4.28,-2.57,-13.47,9.15,-7.1,10.89,-11.69,460,8.83,True
3,160.88,-42.63,-31.92,0,275.22,0.32,-7.21,-20.7,1.29,-18.56,5.89,-3.66,8,7.24,False
30,296.88,-24.6,-21.02,10.5,323.22,-2.11,-4.72,-10.83,8.9,-9.16,20.89,-9.44,220,,False
30,126.88,-29.1,-28.18,11.8,863.22,-0.99,-8.85,-12.72,13.95,-13.06,20.89,-7.89,80,,False
3,200.88,-32.97,-25.4,0.08,332.22,-0.73,-11.01,-20.13,1.32,-18.2,9.89,-3.65,96,7.98,False
30,346.88,-22.98,-18.02,17,713.22,-3.78,-4.19,-15.99,6.4,-16.28,30.89,-7.84,660,6.37,False
3,150.88,-33.93,-26.08,1.56,308.22,1.19,-6.4,-13.89,1.31,-18.36,7.89,-3.55,18,,True
30,26.88,-19.5,-21.02,12.8,338.22,-5.34,-3.76,-14.91,7.95,-8.94,10.89,-10.99,470,,False
30,336.88,-19.38,-17.94,18.4,398.22,-4.84,-2.92,-9.81,5.65,-8.28,30.89,-7.89,570,,True
3,220.88,-35.16,-28.72,1.02,332.22,0.06,-9.37,-16.2,0.73,-23.82,7.89,-3.51,54,7.16,False
30,256.88,-21.72,-16.08,13.4,308.22,-4.82,-5.39,-13.53,10.5,-7.74,20.89,-9.94,590,,True
30,176.88,-18.6,-17.3,13.7,443.22,-3.33,-3.92,-17.04,11.3,-9.46,10.89,-9.19,330,,True
30,66.88,-18.69,-15.2,14.9,653.22,-5.03,-3.38,-13.62,6.1,-9.3,20.89,-11.04,270,7.9,True
3,204.88,-38.97,-27.44,0.96,251.22,-0.4,-6.57,-12.03,1.16,-18.22,9.89,-3.49,18,8.65,True
30,96.88,-16.62,-19.34,14.1,473.22,-5.21,-1.79,-18.06,8.85,-6.68,20.89,-11.89,680,8.74,True
3,198.88,-43.59,-25.34,0.54,260.22,0.64,-7.87,-23.94,0.76,-21.18,9.89,-3.66,80,,False
30,376.88,-29.4,-19.22,12.6,518.22,-3.41,-3.3,-7.38,9.65,-16.5,30.89,-7.69,110,,False
30,366.88,-24.9,-19.88,14.3,833.22,-2.18,-3.19,-12.57,11.25,-10.22,30.89,-8.94,480,7,False
30,56.88,-28.62,-20.6,10.6,713.22,-2.69,-7.05,-15.78,6.9,-14.92,10.89,-8.09,440,,False
30,36.88,-21.12,-17.1,14.3,668.22,-3.92,-3.99,-15.99,5,-8.48,20.89,-9.94,550,6.57,False
3,196.88,-41.19,-26.02,0.64,356.22,2.53,-6.97,-12.63,1.85,-19.2,7.89,-3.51,22,,False
3,194.88,-33.3,-27.46,0.72,263.22,-0.06,-7.12,-13.71,1.77,-18,7.89,-3.09,4,7.91,False
3,156.88,-34.41,-28.94,1.92,245.22,0.22,-6.75,-15.36,2.01,-19.32,7.89,-2.79,16,6.97,False
3,216.88,-34.11,-26.12,0.66,317.22,-0.73,-6.82,-12.63,1.73,-22.34,9.89,-3.45,56,,True
3,162.88,-33.48,-30.48,1.48,341.22,-0.36,-7.69,-13.83,1.68,-22.06,5.89,-3.02,8,,False
30,366.88,-19.71,-18.32,13.3,428.22,-2.7,-4.7,-8.67,7.55,-9.18,20.89,-8.49,450,,False
30,296.88,-18.33,-20.88,18.8,878.22,-5.39,-2.16,-9.87,8.9,-12.02,30.89,-9.39,450,,True
30,146.88,-26.94,-21.68,11,713.22,-2.1,-5.84,-11.1,8.5,-12.88,20.89,-8.24,240,,False
3,190.88,-39.6,-25.68,1.06,236.22,-0.85,-6.91,-12.93,1.43,-19.16,7.89,-3.34,36,7.73,False
30,56.88,-18.87,-18.58,19.6,473.22,-5.76,-1.25,-11.31,8.95,-7.22,20.89,-9.74,330,9.54,True
3,192.88,-36.9,-26.2,0.16,245.22,-0.29,-9.39,-20.13,2.05,-20.72,9.89,-3.23,6,,True
30,46.88,-18.99,-15.48,13.1,398.22,-6.18,-1.21,-16.86,7.45,-7.52,20.89,-11.69,350,9.75,True
3,186.88,-33.54,-30.74,0.94,314.22,0.09,-7.62,-12.72,2.03,-18.5,8.89,-3.26,92,,False
3,212.88,-32.22,-27.44,1.88,341.22,0.87,-6.51,-18.51,0.76,-20.94,9.89,-3.47,32,8.2,True
3,196.88,-48.6,-27.3,1.82,350.22,0.61,-8.57,-22.95,0.47,-19.1,9.89,-3.35,8,8.09,False
3,186.88,-39.48,-29.56,1.8,284.22,-0.48,-7.77,-21.45,1.09,-19.42,8.89,-3.01,22,7.42,False
30,346.88,-23.31,-18.26,17.5,878.22,-4.39,-2.8,-8.49,7.9,-8.32,30.89,-9.49,420,9.51,True
30,26.88,-28.65,-16.68,14,803.22,-4.96,-2.78,-24.45,5.85,-8.94,20.89,-10.14,490,5.68,False
30,126.88,-21.69,-16.68,12.9,473.22,-4.58,-2.44,-13.2,11.6,-8.26,20.89,-11.44,620,9.08,True
3,164.88,-31.95,-27.52,1.08,308.22,0.07,-6.53,-16.62,1.71,-18.16,7.89,-3.64,16,8.87,True
3,176.88,-34.95,-26.94,0.82,284.22,0.41,-7.18,-13.92,1.23,-17.82,6.89,-3.34,0,,False
3,184.88,-32.55,-29.14,0.94,353.22,1.36,-6.86,-13.89,0.41,-19.88,6.89,-3.72,0,,False
3,214.88,-32.55,-26.48,0.84,299.22,0,-9.1,-21.45,1.96,-21.04,9.89,-3.33,30,8.85,True
3,152.88,-41.64,-28.48,1.38,335.22,-0.47,-7.34,-16.62,1.19,-17.7,5.89,-3.58,78,9.03,True
3,180.88,-32.76,-28.18,1.12,278.22,1.49,-10.61,-15.36,1.04,-18.3,5.89,-3.61,14,,True
3,222.88,-35.73,-30.1,0.04,266.22,-0.47,-6.77,-14.25,1.87,-23.62,7.89,-3.62,72,,True
30,66.88,-24.09,-17.96,13,728.22,-3.94,-3.95,-14.88,8.95,-10.62,20.89,-8.99,200,7.53,False
3,220.88,-32.04,-27.56,1.8,332.22,-0.13,-7.96,-12.93,1.1,-19.7,9.89,-3.64,152,8.6,True
3,206.88,-32.04,-25.92,1.42,257.22,-0.72,-7.21,-14.94,1.12,-22.24,7.89,-3.6,10,,True
3,172.88,-41.49,-30.82,1.6,308.22,-0.89,-8.27,-15.27,1.96,-19.08,7.89,-3.65,28,8.31,True
30,6.88,-21.15,-15.98,19.5,713.22,-5.75,-2.61,-15.3,12.1,-15.2,10.89,-9.74,300,8.77,True
30,266.88,-21.75,-16.68,11.5,353.22,-2.55,-3.62,-13.14,13.9,-9.26,20.89,-9.19,700,,False
30,216.88,-19.86,-18.36,12,278.22,-4.72,-1.04,-9.75,6.8,-7.98,20.89,-12.09,340,9.34,True
3,208.88,-33.63,-28.44,0.1,266.22,-0.58,-6.81,-12.54,0.58,-25.7,9.89,-3.52,42,8.15,False
30,16.88,-28.83,-20.32,12.6,833.22,2.25,-2.73,-13.92,12.75,-11.5,20.89,-9.44,660,7.2,False
30,146.88,-18.99,-17.76,13.2,368.22,-5.22,-3.74,-9.9,6.75,-8.6,10.89,-9.19,20,,True
3,172.88,-35.04,-29.22,1.92,335.22,-0.53,-6.59,-15.3,1.62,-17.8,7.89,-3.13,42,,False
3,202.88,-33.6,-27.88,1.84,341.22,0.37,-8.13,-12.63,2.16,-17.74,7.89,-3.12,70,,False
3,200.88,-31.41,-26.42,1.96,251.22,-1.19,-8.59,-18.75,1.79,-29.06,9.89,-3.85,54,,True
30,56.88,-34.05,-19.46,11.9,908.22,-3.75,-5.89,-11.49,6.3,-11.32,20.89,-9.14,190,,False
30,346.88,-22.86,-18.74,14.4,893.22,-3.97,-3.74,-7.8,13.5,-12.84,20.89,-8.99,360,6.03,False
30,96.88,-23.7,-21,14.1,788.22,-2.44,-3.54,-21.03,7.25,-16.84,10.89,-8.09,410,5.24,False
3,214.88,-34.11,-26,1.4,272.22,-0.67,-6.73,-16.83,0.14,-19.78,7.89,-3.45,32,7.65,False
30,66.88,-17.61,-15.94,17.5,788.22,-4.94,-2.49,-13.56,9.15,-9.32,20.89,-9.89,570,6.83,False
3,218.88,-32.91,-29.94,1.2,242.22,-0.54,-8.71,-18.9,0.11,-20,7.89,-3.21,26,7.68,False
3,164.88,-40.62,-31.12,0.02,374.22,3.56,-7.05,-16.74,1.34,-23.12,7.89,-3.52,46,,False
3,156.88,-33.12,-34.9,1.84,335.22,-0.83,-9.33,-13.68,1.07,-27.72,7.89,-3.73,6,8.76,True
3,196.88,-36.24,-27.2,0.54,314.22,-0.01,-6.97,-12.72,1.05,-18.7,9.89,-3.73,16,,True
30,166.88,-24.36,-17.92,14.1,428.22,-0.94,-3.63,-12.57,14.3,-8.56,10.89,-8.89,520,,False
